Date,Open,High,Low,Close,Adj Close,Volume
2/12/2016,135.610001,138.440002,135.610001,138.029999,130.629883,1201700
2/16/2016,139.729996,141.220001,137.990005,139.289993,131.822327,1396700
2/17/2016,140.490005,142.509995,139.970001,142.009995,134.396454,1796400
2/18/2016,142.169998,142.479996,139.559998,140.330002,132.806564,1186700
2/19/2016,140.100006,140.539993,138.270004,139.509995,132.030548,1309500
2/22/2016,139.869995,142.330002,139.440002,140.600006,133.062073,1584600
2/23/2016,140,140.600006,138.5,139.470001,131.992691,1358000
2/24/2016,138.720001,140.199997,137.25,139.080002,131.623596,1485300
2/25/2016,139.660004,143.690002,137.570007,143.639999,135.939148,1911000
2/26/2016,143.910004,144.410004,140.940002,142.050003,134.434357,1332500
2/29/2016,141.690002,143.559998,141.399994,141.429993,133.847595,1044600
3/1/2016,142.419998,144.990005,142.160004,144.520004,136.771942,1250100
3/2/2016,143.679993,144.360001,142.169998,143.779999,136.071609,1218200
3/3/2016,143.570007,144.539993,141.100006,144.449997,136.705673,1145500
3/4/2016,143.940002,144.929993,142.830002,143.899994,136.185181,1282400
3/7/2016,142.589996,143.179993,137.910004,138.710007,131.273438,2861400
3/8/2016,138.449997,141.910004,137.850006,139.970001,132.465866,1472300
3/9/2016,140.270004,141.169998,139.110001,140.279999,132.759201,1248900
3/10/2016,141.580002,141.740005,139.740005,140.5,132.967422,1080000
3/11/2016,141.649994,142.309998,140.570007,142.059998,134.443817,1293100
3/14/2016,142.960007,143.720001,140.979996,141.899994,134.292404,2100900
3/15/2016,141.600006,144.869995,141.5,144.130005,136.402847,1234100
3/16/2016,143.300003,145,142.399994,144.539993,136.790833,901300
3/17/2016,144.539993,147.160004,144.179993,146.839996,138.967529,1247700
3/18/2016,147.110001,149.460007,146.350006,147.039993,139.15683,2678900
3/21/2016,146.809998,147.699997,146.369995,147.199997,139.308258,1164600
3/22/2016,146.669998,149.559998,146.669998,149.419998,141.409256,1474400
3/23/2016,149.419998,150.759995,149.080002,150.110001,142.062241,1808200
